"chr","tss","refseq_id","gene_symbol"
"chr3",47422472,"NM_001304482","PTPN23"
"chr14",58894332,"NM_001304485","TIMM9"
"chr16",71496155,"NM_001304492","ZNF23"
"chr8",27168836,"NM_001304495","TRIM35"
"chr11",4629489,"NM_001304496","TRIM68"
"chr16",15982506,"NM_001304497","CEP20"
"chr15",77712993,"NM_001304504","HMG20A"
"chr6",28227030,"NM_001304506","ZKSCAN4"
"chr14",64971931,"NM_001304507","ZBTB25"
"chr9",116139289,"NM_001304509","HDHD3"
"chr1",162760492,"NM_001304512","HSD17B7"
"chr7",151722759,"NM_001304514","GALNT11"
"chr7",27282164,"NM_001304519","EVX1"
"chr7",158937649,"NM_001304522","VIPR2"
"chr2",88355320,"NM_001304526","KRCC1"
"chr8",27630170,"NM_001304529","CCDC25"
"chr1",248100331,"NM_001304535","OR2L13"
"chr2",222438922,"NM_001304536","EPHA4"
"chr2",33824429,"NM_001304538","FAM98A"
"chr19",17516495,"NM_001304547","MVB12A"
"chrX",35937851,"NM_001304548","CFAP47"
"chr16",20753286,"NM_001304550","THUMPD1"
"chr6",32374907,"NM_001304561","BTNL2"
"chr16",30007530,"NM_001304562","INO80E"
"chr22",39896105,"NM_001304564","MIEF1"
"chr12",7823195,"NM_001304566","APOBEC1"
"chr1",150121624,"NM_001304722","PLEKHO1"
"chr1",78510646,"NM_001304725","GIPC2"
"chr10",61513203,"NM_001304731","MRLN"
"chr10",105726943,"NM_001304743","SLK"
"chr13",48611703,"NM_001304745","NUDT15"
"chr1",39395185,"NM_001304746","RHBDL2"
"chr20",1165319,"NM_001304748","TMEM74B"
"chr1",53686311,"NM_001304759","CZIB"
"chr1",36789249,"NM_001304762","EVA1B"
"chr1",151254788,"NM_001304763","ZNF687"
"chr16",19896956,"NM_001304771","GPRC5B"
"chr17",5389550,"NM_001304777","DERL2"
"chr11",122733019,"NM_001304782","CRTAM"
"chr20",35504524,"NM_001304783","TLDC2"
"chr20",57089994,"NM_001304787","APCDD1L"
"chr6",39082962,"NM_001304793","SAYSD1"
"chr22",31063877,"NM_001304794","DUSP18"
"chr22",42196626,"NM_001304797","CCDC134"
"chr16",791038,"NM_001304799","CIAO3"
"chr15",41047534,"NM_001304802","RMDN3"
"chr17",2207237,"NM_001304803","SRR"
"chr22",50221196,"NM_001304808","BRD1"
"chr12",4647674,"NM_001304811","C12orf4"
"chr17",42100519,"NM_001304813","TMEM101"
"chr19",42772689,"NM_001304815","CIC"
"chr1",156308231,"NM_001304817","TSACC"
"chr1",100598651,"NM_001304829","SASS6"
"chr12",123459750,"NM_001304833","OGFOD2"
"chr2",197226848,"NM_001304840","HECW2"
"chr12",49740700,"NM_001304944","DNAJC22"
"chr17",8280029,"NM_001304947","KRBA2"
"chr17",27038925,"NM_001304949","PROCA1"
"chr12",124457532,"NM_001304957","CCDC92"
"chrX",51075661,"NM_001304963","NUDT10"
"chr12",75728419,"NM_001304964","GLIPR1L1"
"chr7",130372268,"NM_001304968","TSGA13"
"chrX",154842226,"NM_001304990","SPRY3"
"chr12",113860195,"NM_001304993","SDSL"
"chr16",75498635,"NM_001304996","TMEM170A"
"chr7",73245193,"NM_001305","CLDN4"
"chr16",47495185,"NM_001305002","ITFG1"
"chr2",108602970,"NM_001305005","SLC5A7"
"chr2",176867073,"NM_001305008","LNPK"
"chr16",80574631,"NM_001305017","DYNLRB2"
"chr16",30546291,"NM_001305018","ZNF747"
"chr10",43134285,"NM_001305033","ZNF33B"
"chr1",54519111,"NM_001305043","TMEM59"
"chr17",72772564,"NM_001305077","NAT9"
"chr6",36515293,"NM_001305102","STK38"
"chr19",50354377,"NM_001305105","PTOV1"
"chr8",33457624,"NM_001305115","DUSP26"
"chr16",19727778,"NM_001305121","IQCK"
"chr2",193059659,"NM_001305134","TMEFF2"
"chr16",4524651,"NM_001305141","NMRAL1"
"chr14",35591748,"NM_001305155","PPP2R3C"
"chr16",57220196,"NM_001305163","RSPRY1"
"chr16",68573116,"NM_001305203","ZFP90"
"chr1",95538507,"NM_001305242","ALG14"
"chr1",955503,"NM_001305275","AGRN"
"chr1",240255185,"NM_001305424","FMN2"
"chr6",41888885,"NM_001305455","MED20"
"chr17",56494943,"NM_001305544","RNF43"
"chr10",77191404,"NM_001305581","LRMDA"
"chr2",47403762,"NM_001305624","CALM2"
"chr20",62367053,"NM_001305654","LIME1"
"chr1",200587966,"NM_001305792","KIF14"
"chr9",131084787,"NM_001305942","COQ4"
"chr7",73184600,"NM_001306","CLDN3"
"chr13",97874543,"NM_001306070","MBNL2"
"chr1",13112702,"NM_001306072","PRAMEF26"
"chr4",1714468,"NM_001306074","SLBP"
"chr1",93646273,"NM_001306076","CCDC18"
"chr2",3521518,"NM_001306077","ADI1"
"chr2",27440258,"NM_001306079","CAD"
"chr13",76210424,"NM_001306080","LMO7"
"chr4",5053244,"NM_001306082","STK32B"
"chr12",96883349,"NM_001306084","CFAP54"
"chr18",76829275,"NM_001306085","ATP9B"
"chr18",74534563,"NM_001306089","ZNF236"
"chr4",5712924,"NM_001306090","EVC"
"chr18",72917468,"NM_001306093","PTGR3"
"chr2",216300793,"NM_001306129","FN1"
"chr13",51418075,"NM_001306135","DLEU7"
"chr2",21346858,"NM_001306137","TDRD15"
"chr4",8873543,"NM_001306142","HMX1"
"chrX",149861837,"NM_001306144","MTMR1"
"chr15",50558162,"NM_001306146","HDC"
"chr4",77870867,"NM_001306147","SEPTIN11"
"chr4",100737990,"NM_001306151","DAPP1"
"chr5",10250033,"NM_001306153","CCT5"
"chr2",114384806,"NM_001306158","RABL2A"
"chr15",52404972,"NM_001306168","BCL2L10"
"chr5",35048240,"NM_001306173","AGXT2"
"chrX",135849551,"NM_001306177","ARHGEF6"
"chrX",134049374,"NM_001306188","MOSPD1"
"chr9",94124251,"NM_001306190","AUH"
"chr15",52861643,"NM_001306191","ARPP19"
"chrX",131262048,"NM_001306193","FRMD7"
"chr4",140477923,"NM_001306199","SETD7"
"chrX",100075352,"NM_001306206","CSTF2"
"chr5",79287119,"NM_001306212","THBS4"
"chr4",146860112,"NM_001306215","ZNF827"
"chr15",57511628,"NM_001306219","TCF12"
"chr4",184580372,"NM_001307922","RWDD4"
"chr18",61254534,"NM_001307923","SERPINB13"
"chr12",76478813,"NM_001307924","NAP1L1"
"chr18",61223393,"NM_001307928","SERPINB12"
"chr11",32605313,"NM_001307929","EIF3M"
"chr15",65360450,"NM_001307930","RASL12"
"chr12",46766645,"NM_001307936","SLC38A2"
"chr15",74833518,"NM_001307939","ARID3B"
"chrX",84634748,"NM_001307940","POF1B"
"chr18",56807089,"NM_001307941","SEC11C"
"chr11",43380435,"NM_001307943","TTC17"
"chrX",74493894,"NM_001307944","UPRT"
"chr15",89438857,"NM_001307952","HAPLN3"
"chr18",52254990,"NM_001307955","DYNAP"
"chr15",102192594,"NM_001307960","TM2D3"
"chr2",211036094,"NM_001307976","KANSL1L"
"chr11",62607131,"NM_001307977","WDR74"
"chrX",49041346,"NM_001307979","PRICKLE3"
"chr11",63997904,"NM_001307980","DNAJC4"
"chr2",135596186,"NM_001307983","ACMSD"
"chr11",64323073,"NM_001307985","SLC22A11"
"chr18",44337132,"NM_001307986","ST8SIA5"
"chr11",64570726,"NM_001307990","MAP4K2"
"chr10",101841642,"NM_001308","CPN1"
"chr18",47088401,"NM_001308006","LIPG"
"chr11",85955426,"NM_001308007","EED"
"chr18",39535163,"NM_001308020","PIK3C3"
"chr2",218784959,"NM_001308022","TNS1"
"chr15",90118818,"NM_001308025","TICRR"
"chr5",108084628,"NM_001308028","FER"
"chr3",196594727,"NM_001308045","SENP5"
"chr9",79521003,"NM_001308047","PRUNE2"
"chr16",2198145,"NM_001308053","RAB26"
"chr5",110848295,"NM_001308056","STARD4"
"chr16",2961980,"NM_001308068","FLYWCH1"
"chr3",194968649,"NM_001308069","XXYLT1"
"chr3",186358149,"NM_001308077","FETUB"
"chr5",115421159,"NM_001308080","COMMD10"
"chr5",118323915,"NM_001308081","DTWD2"
"chr14",24977471,"NM_001308083","CMA1"
"chr8",11565365,"NM_001308093","GATA4"
"chr16",4897303,"NM_001308096","GLYR1"
"chr14",31028329,"NM_001308097","G2E3"
"chr3",182703741,"NM_001308101","DCUN1D1"
"chr14",34420032,"NM_001308103","EGLN3"
"chr14",45430335,"NM_001308112","KLHL28"
"chr3",169899537,"NM_001308116","PHC3"
"chr14",45431393,"NM_001308120","TOGARAM1"
"chr5",131705401,"NM_001308122","SLC22A5"
"chr18",32924431,"NM_001308123","ZNF24"
"chr14",45605142,"NM_001308133","FANCM"
"chr1",33116191,"NM_001308135","ZBTB8OS"
"chr16",14165171,"NM_001308142","MRTFB"
"chr14",65171126,"NM_001308147","PLEKHG3"
"chr5",150827157,"NM_001308150","SLC36A1"
"chr8",1772142,"NM_001308152","ARHGEF10"
"chr14",65438875,"NM_001308154","RAB15"
"chr3",167813713,"NM_001308155","GOLIM4"
"chr16",19183679,"NM_001308157","SYT17"
"chr14",71374122,"NM_001308160","PCNX1"
"chr2",231191895,"NM_001308162","SP140L"
"chr3",158362317,"NM_001308164","GFM1"
"chr5",157098488,"NM_001308165","SOX30"
"chr18",29769987,"NM_001308171","MEP1B"
"chr5",159739607,"NM_001308173","CCNJL"
"chr14",105391153,"NM_001308174","PLD4"
"chr18",25616549,"NM_001308176","CDH2"
"chr3",156878549,"NM_001308185","CCNL1"
"chr4",145061939,"NM_001308187","GYPA"
"chr5",173315331,"NM_001308189","CPEB4"
"chr5",175665362,"NM_001308195","SIMC1"
"chr3",156272989,"NM_001308197","SSR3"
"chr1",66999252,"NM_001308203","SGIP1"
"chr8",145838888,"NM_001308207","ARHGAP39"
"chr19",695461,"NM_001308209","PRSS57"
"chr18",72923484,"NM_001308210","TSHZ1"
"chr5",176449681,"NM_001308213","ZNF346"
"chr3",155838337,"NM_001308217","KCNAB1"
"chr16",23724821,"NM_001308220","ERN2"
"chr18",22932214,"NM_001308225","ZNF521"
"chr3",155524076,"NM_001308229","C3orf33"
"chr16",28834369,"NM_001308230","ATXN2L"
"chr18",21718920,"NM_001308231","CABYR"
"chr3",150421758,"NM_001308234","ERICH6"
"chr1",78149112,"NM_001308237","ZZZ3"
"chr18",21242849,"NM_001308238","ANKRD29"
"chr19",5680907,"NM_001308240","MICOS13"
"chr5",180467225,"NM_001308245","BTNL9"
"chr1",93257961,"NM_001308248","EVI5"
"chr1",94375154,"NM_001308253","GCLM"
"chr18",19284766,"NM_001308256","ABHD3"
"chr3",148847371,"NM_001308258","HPS3"
"chr3",129267228,"NM_001308262","H1-8"
"chr18",13726659,"NM_001308263","RNMT"
"chr1",113161761,"NM_001308264","ST7L"
"chr7",158380494,"NM_001308267","PTPRN2"
"chr10",95517566,"NM_001308275","LGI1"
"chr19",10196795,"NM_001308277","SHFL"
"chr7",151137256,"NM_001308292","CRYGN"
"chr10",15210709,"NM_001308295","NMT2"
"chr16",46797158,"NM_001308301","MYLK3"
"chr1",115632121,"NM_001308315","TSPAN2"
"chr3",123680255,"NM_001308317","CCDC14"
"chr16",53189838,"NM_001308319","CHD9"
"chr3",120627050,"NM_001308330","STXBP5L"
"chr3",119379437,"NM_001308333","POPDC2"
"chr12",31743376,"NM_001308339","DENND5B"
"chr16",57481440,"NM_001308347","CIAPIN1"
"chr3",113251218,"NM_001308350","SIDT1"
"chr2",238768187,"NM_001308353","RAMP1"
"chr16",57702157,"NM_001308360","ADGRG3"
"chr3",100354382,"NM_001308362","ADGRG7"
"chr19",17830965,"NM_001308363","MAP1S"
"chr2",239036031,"NM_001308370","ESPNL"
"chr19",18654406,"NM_001308373","FKBP8"
"chr3",50383177,"NM_001308379","ZMYND10"
"chr16",58718611,"NM_001308384","SLC38A7"
"chr16",65156040,"NM_001308392","CDH11"
"chr3",45071622,"NM_001308394","CLEC3B"
"chr10",102747276,"NM_001308396","MRPL43"
"chr18",2571502,"NM_001308401","METTL4"
"chr19",49617618,"NM_001308419","LIN7B"
"chr15",55611392,"NM_001308421","PIGBOS1"
"chr3",48343175,"NM_001308426","NME6"
"chr19",50980003,"NM_001308429","GARIN5A"
"chr19",51767137,"NM_001308437","SIGLECL1"
"chr19",57050317,"NM_001308440","ZFP28"
"chr3",113465146,"NM_001308445","NAA50"
"chr13",49227847,"NM_001308465","CYSLTR2"
"chr21",44345708,"NM_001308491","ERVH48-1"
"chr16",54962690,"NM_001308963","CRNDE"
"chr1",23037331,"NM_001309192","EPHB2"
"chr9",34895775,"NM_001309426","FAM205C"
"chr15",40331403,"NM_001309434","SRP14"
"chr5",151066615,"NM_001309443","SPARC"
"chr2",209224569,"NM_001309516","PTH2R"
"chr12",12764767,"NM_001310","CREBL2"
"chr12",112037477,"NM_001310121","ATXN2"
"chr19",46236509,"NM_001310124","MEIOSIN"
"chr19",53421184,"NM_001310127","ZNF888"
"chr1",13112702,"NM_001310134","PRAMEF25"
"chr16",28649682,"NM_001310136","NPIPB8"
"chr16",29415123,"NM_001310137","NPIPB11"
"chr13",78236938,"NM_001310140","LOC100129307"
"chr11",60491482,"NM_001310141","MS4A18"
"chr1",152053400,"NM_001310142","LOC100131107"
"chr16",21869077,"NM_001310148","NPIPB4"
"chr15",85783641,"NM_001310153","GOLGA6L3"
"chr5",23507764,"NM_001310214","PRDM9"
"chr17",9725388,"NM_001310219","GSG1L2"
"chr20",3024268,"NM_001310220","GNRH2"
"chr1",202311094,"NM_001310326","UBE2T"
"chr14",24616084,"NM_001310332","RNF31"
"chr20",17949534,"NM_001310338","MGME1"
"chr14",105953257,"NM_001311","CRIP1"
"chr11",119293272,"NM_001311160","THY1"
"chr15",51386902,"NM_001311175","TNFAIP8L3"
"chr19",51587467,"NM_001311182","KLK14"
"chr1",186798032,"NM_001311193","PLA2G4A"
"chr19",14138960,"NM_001311197","RLN3"
"chr15",45879758,"NM_001311255","BLOC1S6"
"chr16",31106320,"NM_001311311","VKORC1"
"chr5",76011868,"NM_001311313","F2R"
"chr6",27114637,"NM_001312653","H2BC12"
"chr14",77787230,"NM_001312660","GSTZ1"
"chr1",196912898,"NM_001312672","CFHR2"
"chr3",196014623,"NM_001312673","PCYT1A"
"chr1",113615792,"NM_001312686","LRIG2"
"chr1",40349183,"NM_001312691","TRIT1"
"chr1",244998608,"NM_001312871","COX20"
"chr6",35995454,"NM_001315","MAPK14"
"chr17",61974021,"NM_001317","CSH1"
"chr17",61988618,"NM_001318","CSHL1"
"chr19",1941161,"NM_001319","CSNK1G2"
"chr20",23807312,"NM_001322","CST2"
"chr11",65779462,"NM_001323","CST6"
"chrX",153847522,"NM_001327","CTAG1B"
"chrX",153813418,"NM_001327","CTAG1B"
"chr4",156875048,"NM_001334","CTSO"
"chr11",65647284,"NM_001335","CTSW"
"chr20",57582309,"NM_001336","CTSZ"
"chr9",105757593,"NM_001340","CYLC2"
"chr14",23058143,"NM_001344","DAD1"
"chr12",56324946,"NM_001345","DGKA"
"chr4",967348,"NM_001347","DGKQ"
"chr19",3971121,"NM_001348","DAPK3"
"chr19",49140807,"NM_001352","DBP"
"chr10",5005454,"NM_001353","AKR1C1"
"chr1",182808439,"NM_001357","DHX9"
"chr4",24586184,"NM_001358","DHX15"
"chr14",102027688,"NM_001362","DIO3"
"chr5",13944589,"NM_001369","DNAH5"
"chr2",84743579,"NM_001370","DNAH6"
"chr17",11501748,"NM_001372","DNAH9"
"chr19",12992335,"NM_001375","DNASE2"
"chr14",102430865,"NM_001376","DYNC1H1"
"chr11",118972785,"NM_001382","DPAGT1"
"chr8",105479277,"NM_001385","DPYS"
"chr8",29208267,"NM_001394","DUSP4"
"chr19",39322497,"NM_001398","ECH1"
"chr6",74230755,"NM_001402","EEF1A1"
"chr11",62341460,"NM_001404","EEF1G"
"chr19",1286153,"NM_001405","EFNA2"
"chr17",7608520,"NM_001406","EFNB3"
"chr3",48700348,"NM_001407","CELSR3"
"chr1",109792641,"NM_001408","CELSR2"
"chr1",3528059,"NM_001409","MEGF6"
"chrX",20159966,"NM_001412","EIF1AX"
"chr12",124118323,"NM_001414","EIF2B1"
"chrX",24073065,"NM_001415","EIF2S3"
"chr19",8070529,"NM_001419","ELAVL1"
"chr19",11591803,"NM_001420","ELAVL3"
"chr12",13349602,"NM_001423","EMP1"
"chr16",10674573,"NM_001424","EMP2"
"chr2",119605759,"NM_001426","EN1"
"chr7",155250824,"NM_001427","EN2"
"chr2",46524541,"NM_001430","EPAS1"
"chr4",75230860,"NM_001432","EREG"
"chr17",62207502,"NM_001433","ERN1"
"chr19",40337054,"NM_001436","FBL"
"chr8",28558990,"NM_001440","EXTL3"
"chr1",46859939,"NM_001441","FAAH"
"chr8",82395473,"NM_001442","FABP4"
"chr2",88427650,"NM_001443","FABP1"
"chr8",82192718,"NM_001444","FABP5"
"chr5",150948505,"NM_001447","FAT2"
"chrX",132549205,"NM_001448","GPC4"
"chr16",86544133,"NM_001451","FOXF1"
"chr6",1390069,"NM_001452","FOXF2"
"chr6",1610681,"NM_001453","FOXC1"
"chr17",74137380,"NM_001454","FOXJ1"
"chr6",108882069,"NM_001455","FOXO3"
"chr2",183731498,"NM_001463","FRZB"
"chr17",42634812,"NM_001466","FZD2"
"chrX",49197596,"NM_001472","GAGE2C"
"chrX",49207149,"NM_001472","GAGE2C"
"chrX",49226171,"NM_001472","GAGE2C"
"chrX",49216648,"NM_001472","GAGE2C"
"chrX",49216649,"NM_001474","GAGE4"
"chrX",49216657,"NM_001475","GAGE5"
"chrX",49335038,"NM_001476","GAGE6"
"chrX",49325480,"NM_001476","GAGE6"
"chrX",49216677,"NM_001477","GAGE12I"
"chrX",49325507,"NM_001477","GAGE12I"
"chrX",49335065,"NM_001477","GAGE12I"
"chr18",74962008,"NM_001480","GALR1"
"chr2",27719706,"NM_001486","GCKR"
"chr12",56109818,"NM_001487","BLOC1S1"
"chrX",153665259,"NM_001493","GDI1"
"chr5",137610253,"NM_001496","GFRA3"
"chr6",24489850,"NM_001503","GPLD1"
"chr19",51273721,"NM_001506","GPR32"
"chr13",49794474,"NM_001507","MLNR"
"chr2",133174147,"NM_001508","GPR39"
"chr6",28493789,"NM_001509","GPX5"
"chr4",74735109,"NM_001511","CXCL1"
"chr6",52860178,"NM_001512","GSTA4"
"chr1",89357301,"NM_001514","GTF2B"
"chr6",30875977,"NM_001517","GTF2H4"
"chrX",108725285,"NM_001522","GUCY2F"
"chr17",40337470,"NM_001524","HCRT"
"chr1",32083301,"NM_001525","HCRTR1"
"chr6",114292359,"NM_001527","HDAC2"
"chr16",83841508,"NM_001537","HSBP1"
"chr7",75931875,"NM_001540","HSPB1"
"chr11",111783460,"NM_001541","HSPB2"
"chr6",19837601,"NM_001546","ID4"
"chr10",91061706,"NM_001547","IFIT2"
"chr17",38599676,"NM_001552","IGFBP4"
"chr1",86046444,"NM_001554","CCN1"
"chr11",117857106,"NM_001558","IL10RA"
"chrX",117861559,"NM_001560","IL13RA1"
"chr1",8003225,"NM_001561","TNFRSF9"
"chr4",76944689,"NM_001565","CXCL10"
"chr11",71935882,"NM_001567","INPPL1"
"chr8",109260959,"NM_001568","EIF3E"
"chr3",10206563,"NM_001570","IRAK2"
"chr11",615999,"NM_001572","IRF7"
"chr16",70323412,"NM_001605","AARS1"
"chr2",211090215,"NM_001608","ACADL"
"chr11",125550793,"NM_001612","ACRV1"
"chr1",226595801,"NM_001618","PARP1"
"chr11",67033905,"NM_001619","GRK2"
"chr7",17338276,"NM_001621","AHR"
"chr2",233320822,"NM_001631","ALPI"
"chr2",233243244,"NM_001632","ALPP"
"chr9",116840752,"NM_001633","AMBP"
"chr7",38671167,"NM_001635","AMPH"
"chrX",1511039,"NM_001636","SLC25A6"
"chrY",1461039,"NM_001636","SLC25A6"
"chr12",56756583,"NM_001638","APOF"
"chr1",159557616,"NM_001639","APCS"
"chr3",49711435,"NM_001640","APEH"
"chr1",161193418,"NM_001643","APOA2"
"chr19",45445495,"NM_001646","APOC4"
"chr3",195311076,"NM_001647","APOD"
"chr12",50355279,"NM_001651","AQP5"
"chr12",50366620,"NM_001652","AQP6"
"chr5",64920187,"NM_001656","TRIM23"
"chr4",75310815,"NM_001657","AREG"
"chr4",75480591,"NM_001657","AREG"
"chr12",49351252,"NM_001659","ARF3"
"chr3",57583215,"NM_001660","ARF4"
"chr17",41476353,"NM_001661","ARL4D"
"chr7",127228406,"NM_001662","ARF5"
"chr14",50359736,"NM_001663","ARF6"
"chr11",3862213,"NM_001665","RHOG"
"chrX",2847416,"NM_001669","ARSD"
"chr22",39916564,"NM_001675","ATF4"
"chr3",141595470,"NM_001679","ATP1B3"
"chr12",57039852,"NM_001686","ATP5F1B"
"chr3",113465866,"NM_001690","ATP6V1A"
"chr2",71162998,"NM_001692","ATP6V1B1"
"chr8",20054704,"NM_001693","ATP6V1B2"
"chr21",35288158,"NM_001697","ATP5PO"
"chr19",827831,"NM_001700","AZU1"
"chr6",69345632,"NM_001704","ADGRB3"
"chr6",31913721,"NM_001710","CFB"
"chrX",152760347,"NM_001711","BGN"
"chr5",78407604,"NM_001713","BHMT"
"chr11",118754475,"NM_001716","CXCR5"
"chr6",7727011,"NM_001718","BMP6"
"chr20",55841707,"NM_001719","BMP7"
"chr1",40254533,"NM_001720","BMP8B"
"chr8",22102619,"NM_001722","POLR3D"
"chr20",36932552,"NM_001725","BPI"
"chrX",135570125,"NM_001727","BRS3"
"chr12",92539673,"NM_001731","BTG1"
"chr6",26501495,"NM_001732","BTN1A1"
"chr19",47813104,"NM_001736","C5AR1"
"chr5",39364655,"NM_001737","C9"
"chr16",71392616,"NM_001740","CALB2"
"chr5",134074170,"NM_001745","CAMLG"
"chr11",34460472,"NM_001752","CAT"
"chr14",94789688,"NM_001756","SERPINA6"
"chr12",4382902,"NM_001759","CCND2"
"chr1",158301321,"NM_001764","CD1B"
"chr1",158259563,"NM_001765","CD1C"
"chr4",15779931,"NM_001775","CD38"
"chr12",9913497,"NM_001781","CD69"
"chr9",35618424,"NM_001782","CD72"
"chr19",42381190,"NM_001783","CD79A"
"chr1",20915444,"NM_001785","CDA"
"chr3",48229801,"NM_001789","CDC25A"
"chr19",10679631,"NM_001800","CDKN2D"
"chr16",22385938,"NM_001802","CDR2"
"chr1",26644411,"NM_001803","CD52"
"chr5",149546344,"NM_001804","CDX1"
"chr14",23588820,"NM_001805","CEBPE"
"chr9",135937365,"NM_001807","CEL"
"chr20",3767337,"NM_001810","CENPB"
"chr19",43099082,"NM_001816","CEACAM8"
"chr10",5238798,"NM_001818","AKR1C4"
"chr20",5891974,"NM_001819","CHGB"
"chr19",45826235,"NM_001824","CKM"
"chr1",154947118,"NM_001826","CKS1B"
"chr9",91926110,"NM_001827","CKS2"
"chr19",40228669,"NM_001828","CLC"
"chr8",27472328,"NM_001831","CLU"
"chr22",19279239,"NM_001835","CLTCL1"
"chr1",24239817,"NM_001841","CNR2"
"chr12",48398285,"NM_001844","COL2A1"
"chr13",110959631,"NM_001846","COL4A2"
"chr21",47401663,"NM_001848","COL6A1"
"chr21",47518033,"NM_001849","COL6A2"
"chr3",99357440,"NM_001850","COL8A1"
"chr1",40782939,"NM_001852","COL9A2"
"chr20",61448414,"NM_001853","COL9A3"
"chr9",101705995,"NM_001855","COL15A1"
"chr1",32169768,"NM_001856","COL16A1"
"chr6",70576448,"NM_001858","COL19A1"
"chr9",115983808,"NM_001859","SLC31A1"
"chr9",115913238,"NM_001860","SLC31A2"
"chr2",98262521,"NM_001862","COX5B"
"chr19",36139125,"NM_001863","COX6B1"
"chr19",36643771,"NM_001864","COX7A1"
"chrX",77154961,"NM_001866","COX7B"
"chr5",85913784,"NM_001867","COX7C"
"chr7",130020212,"NM_001868","CPA1"
"chr7",129906703,"NM_001869","CPA2"
"chr3",148583043,"NM_001870","CPA3"
"chr3",148545588,"NM_001871","CPB1"
"chr4",166300097,"NM_001873","CPE"
"chr5",76248680,"NM_001882","CRHBP"
"chr5",83016896,"NM_001884","HAPLN1"
"chr22",27017928,"NM_001886","CRYBA4"
"chr22",27013991,"NM_001887","CRYBB1"
"chr22",38714089,"NM_001894","CSNK1E"
"chr16",58231782,"NM_001896","CSNK2A2"
"chr15",76005189,"NM_001897","CSPG4"
"chr20",23731574,"NM_001898","CST1"
"chr20",23669662,"NM_001899","CST4"
"chr20",23860380,"NM_001900","CST5"
"chr6",132272518,"NM_001901","CCN2"
"chr16",67965778,"NM_001907","CTRL"
"chr11",1785222,"NM_001909","CTSD"
"chr14",25045466,"NM_001911","CTSG"
"chr8",145149938,"NM_001916","CYC1"
"chr12",109273857,"NM_001917","DAO"
"chr12",91576806,"NM_001920","DCN"
"chr11",61100684,"NM_001923","DDB1"
"chr8",6795860,"NM_001925","DEFA4"
"chr8",6783598,"NM_001926","DEFA6"
"chr17",48050130,"NM_001934","DLX4"
"chr1",168698442,"NM_001937","DPT"
"chr1",93811478,"NM_001938","DR1"
"chr18",28622781,"NM_001941","DSC3"
"chr18",28898052,"NM_001942","DSG1"
"chr18",29078027,"NM_001943","DSG2"
"chr18",29027732,"NM_001944","DSG3"
"chr5",139726188,"NM_001945","HBEGF"
"chr12",89746636,"NM_001946","DUSP6"
"chr3",52090461,"NM_001947","DUSP7"
"chr16",67226068,"NM_001950","E2F4"
"chr20",62130668,"NM_001958","EEF1A2"
"chr19",3985461,"NM_001961","EEF2"
"chr5",137801181,"NM_001964","EGR1"
"chr2",73520829,"NM_001965","EGR4"
"chr3",186501361,"NM_001967","EIF4A2"
"chr14",103800339,"NM_001969","EIF5"
"chr12",51740463,"NM_001971","CELA1"
"chr19",852291,"NM_001972","ELANE"
"chr1",205602000,"NM_001973","ELK4"
"chr12",7023614,"NM_001975","ENO2"
"chr13",47371367,"NM_001984","ESD"
"chr12",11802788,"NM_001987","ETV6"
"chr1",197036397,"NM_001994","F13B"
"chr22",45898719,"NM_001996","FBLN1"
"chr11",64889672,"NM_001997","FAU"
"chr5",127873735,"NM_001999","FBN2"
"chr19",55385549,"NM_002000","FCAR"
"chr9",137809806,"NM_002003","FCN1"
"chr11",69590171,"NM_002007","FGF4"
